Fighter_iD,Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
211,Tom Breese, 12-3-0,"6' 3""",185,"73""",Southpaw,"Sep 26, 1991",3.34,50,2.81,60,0,0,70,1.1
212,Randy Brown, 13-4-0,"6' 3""",170,"78""",Orthodox,"Jul 08, 1990",3.72,47,2.79,53,0.98,46,71,0.7
213,Bryan Barberena, 15-7-0,"6' 0""",170,"72""",Southpaw,"May 03, 1989",5.48,48,4.7,45,0.23,28,60,0.5
214,Phil Baroni, 15-18-0,"5' 9""",170,"72""",Orthodox,"Apr 16, 1976",2.77,45,3.93,40,1.46,47,60,0.5
215,Danilo Belluardo, 12-5-0,"6' 0""",155,"74""",Southpaw,"Jul 21, 1994",1.52,61,4.79,41,3.5,100,50,0
216,Ashe Bowman, 9-11-0,"5' 9""",155,--,,"Nov 17, 1976",2.43,42,4.86,57,0,0,0,0
217,Seth Baczynski, 20-14-0,"6' 3""",170,"75""",Orthodox,"Oct 26, 1981",3.08,31,3.14,51,0.89,16,48,0.8
218,Khadzhi Bestaev, 10-4-0,"6' 6""",185,"76""",,"Jul 16, 1988",6.15,29,10,43,0,0,0,0
219,Martin Bravo, 11-3-0,"5' 8""",145,"71""",Southpaw,"Sep 21, 1993",7.66,39,5.72,51,2.6,35,85,0
220,Chris Barnhizer, 2-3-0,--,--,--,,--,0,0,0,0,0,0,0,0
221,Steve Bosse, 12-2-0,"5' 11""",205,"72""",Orthodox,"Jul 29, 1981",5.99,52,5.38,50,0.92,33,100,0
222,Denys Bondar, 12-1-0,"5' 6""",125,--,Orthodox,"Jun 27, 1992",0,0,0,0,0,0,0,0
223,Eric Bedard, 6-7-0,"6' 2""",239,--,,"Sep 11, 1984",6.37,35,8.54,52,0,0,0,0
224,Roger Bowling, 12-6-0 (1 NC),"5' 9""",155,"68""",Orthodox,"Dec 05, 1982",3.9,47,3.86,51,3.09,43,27,0.9
225,TJ Brown, 15-8-0,"5' 9""",145,"72""",Switch,"May 22, 1990",3.87,40,2.75,51,4.07,58,36,0.6
226,Francisco Bueno, 5-2-0,"5' 9""",225,--,Orthodox,--,0,0,0,0,0,0,0,0
227,Roman Bogatov, 10-1-0,"5' 8""",155,"73""",Orthodox,"Dec 15, 1990",3.33,42,4.4,44,1,9,50,0
228,Blake Bowman, 2-6-0,"6' 2""",170,--,,--,0,0,0,0,0,0,0,0
229,Eduardo Bustillos, 5-3-0,"5' 8""",135,--,,"Jun 02, 1987",2.61,59,6.22,35,0,0,100,0
230,Jess Bouscal, 3-2-0,--,155,--,,--,0,0,0,0,0,0,0,0
231,Keith Berry, 15-14-1 (1 NC),"6' 1""",185,--,,"Oct 25, 1987",0.27,12,6.27,28,0,0,0,0
232,Henry Briones, 16-8-1,"5' 8""",135,"69""",Orthodox,"Oct 22, 1980",3.47,42,4.68,53,0,0,52,0.6
233,Mandy Bohm, 7-0-0 (1 NC),"5' 6""",125,--,,--,0,0,0,0,0,0,0,0
234,Mike Brown, 26-9-0,"5' 6""",145,"70""",Orthodox,"Sep 08, 1975",2.98,44,2.45,60,3.23,40,66,0.6
235,Mads Burnell, 9-3-0,"5' 8""",145,"69""",Orthodox,"Mar 06, 1994",1.28,41,2.71,51,3.45,47,22,0.4
236,Dave Berry, 0-1-0,--,--,--,,--,0,0,0,0,0,0,0,0
237,Bryan Baker, 18-5-0,"6' 3""",185,--,Orthodox,"Oct 13, 1985",1.78,52,2.83,45,0.44,50,37,0.9
238,Jesse Bongfeldt, 16-5-1,"6' 0""",185,--,Orthodox,"Aug 28, 1980",2.91,62,1.01,50,1.51,33,33,0
239,Rob Broughton, 16-7-1,"6' 2""",265,"74""",Orthodox,"Mar 03, 1983",2.83,60,2.54,51,0,0,26,3.2
240,Raphael Butler, 9-2-1,"6' 3""",261,--,,"Jan 04, 1984",4.69,45,0.94,91,0,0,100,14.1
241,Ryan Bastianelli, 6-7-0 (1 NC),"5' 5""",135,--,,--,0,0,0,0,0,0,0,0
242,Mark Bocek, 12-5-0,"5' 8""",155,"75""",Orthodox,"Oct 24, 1981",2.34,43,2.32,60,3.65,36,31,1.3
243,Cheyanne Buys, 5-2-0,"5' 3""",115,"63""",Switch,"Jun 25, 1995",4.1,53,1.67,65,0,0,60,0
244,Kenneth Bergh, 8-0-0 (1 NC),"6' 2""",205,"74""",Orthodox,"Jun 26, 1989",4.56,75,1.27,28,0,0,0,0
245,Joaquin Buckley, 12-4-0,"5' 10""",185,"76""",Southpaw,"Apr 27, 1994",4.58,36,5.46,51,0.6,16,100,0
246,Tom Blackledge, 10-7-0,--,205,--,Orthodox,--,2.91,61,2.55,46,0,0,75,0
247,Jay Bogan, 6-6-0,--,145,--,,--,0,0,0,0,0,0,0,0
248,Josh Burns, 8-10-0,"6' 1""",244,--,,"May 15, 1978",2.4,48,5.73,32,0,0,100,0
249,Michael Byrnes, 5-3-0,"5' 11""",155,--,,"Jul 17, 1990",0,0,0,0,0,0,0,0
250,James Barnes, 7-2-0,"5' 8""",145,--,,--,0,0,0,0,0,0,0,0
251,Roy Boughton, 14-8-0,"6' 0""",205,--,,--,0,0,0,0,0,0,0,0
252,Murilo Bustamante, 15-8-1,"6' 2""",183,--,Orthodox,"Jul 30, 1966",1.33,32,1.9,60,2.46,33,54,1.2
253,Gregory Bouchelaghem, 5-4-0,"6' 2""",183,--,Switch,--,0.27,21,1.53,36,0,0,50,0
254,Ariel Beck, 4-5-0,"5' 6""",125,"66""",Southpaw,"Sep 16, 1990",4.44,34,4.31,64,0,0,0,0
255,Aaron Brink, 26-26-0 (2 NC),"6' 3""",205,--,Orthodox,"Nov 12, 1974",3.49,42,5.71,57,0,0,0,0
256,Mike Bencic, 1-2-0,"6' 0""",215,--,Orthodox,--,0,0,3.32,53,0,0,0,0
257,Byron Bloodworth, 6-3-0,"5' 8""",135,--,Orthodox,"Aug 16, 1983",1.82,28,5.18,50,0,0,0,0
258,Jerry Bohlander, 11-4-0,"5' 11""",199,--,Orthodox,"Feb 12, 1974",0,0,0,0,0,0,0,0
259,Todd Brown, 16-4-0 (1 NC),"5' 11""",205,--,Orthodox,"Dec 13, 1976",2.15,45,3.85,48,0,0,50,0
260,Derek Bohi, 8-5-0,"6' 4""",260,--,,--,0,0,0,0,0,0,0,0
261,Mirsad Bektic, 13-4-0,"5' 8""",145,"70""",Orthodox,"Feb 16, 1991",2.43,41,1.8,57,3.98,52,92,0.4
262,Chris Birchler, 7-4-0,"6' 3""",205,--,Switch,"Jun 05, 1987",9.35,46,14.83,35,0,0,0,0
263,Junie Browning, 5-6-0,"5' 9""",155,--,Orthodox,"May 12, 1984",3.76,48,1.76,66,3.53,66,0,3.5
264,Scott Bills, 7-9-1,"5' 10""",170,--,,--,0,0,0,0,0,0,0,0
265,Tae Hyun Bang, 18-10-0,"5' 9""",155,"71""",Switch,"Apr 15, 1983",2.72,38,2.07,66,0.49,33,57,0.5
266,Marcos Brigagao, 11-1-0,"6' 3""",205,"76""",Southpaw,"Apr 01, 1996",3.07,43,3.27,25,0,0,36,0
267,Dan Barrera, 3-1-0,"5' 9""",170,--,Orthodox,"Dec 23, 1980",0.8,70,1.2,28,1,8,0,0
268,David Baron, 17-4-1,"5' 6""",155,--,Switch,"Feb 15, 1973",1.17,30,2.1,56,0,0,14,0.7
269,Jarred Brooks, 13-2-0,"5' 3""",125,"62""",Switch,"May 02, 1993",2.12,46,1.66,62,4.54,57,69,0.6
270,Mayra Bueno Silva, 7-1-1,"5' 6""",135,"66""",Orthodox,"Aug 22, 1991",4.06,57,4.89,47,0,0,73,1.6
271,Courtney Buck, 12-11-0,"5' 10""",135,--,Orthodox,"Mar 19, 1982",1.49,28,3.24,54,0,0,33,0
272,George Bush, 5-2-0,"6' 1""",205,--,,--,6.35,64,2.31,55,17.31,66,0,0
273,Junior Barata, 9-3-1,"5' 10""",170,--,Orthodox,"Jan 25, 1982",4.03,33,8.46,34,0,0,0,0
274,Pat Barry, 8-7-0,"5' 11""",235,"74""",Orthodox,"Jul 07, 1979",2.72,52,3.54,59,0,0,76,0.2
275,Dakota Bush, 8-3-0,"5' 10""",155,"73""",Orthodox,"Jun 09, 1994",2.73,39,4.47,41,1,16,0,0
276,Dennis Buzukja, 4-2-0,"5' 9""",145,"71""",Switch,"Oct 01, 1997",3.8,46,6.8,35,2,25,100,1
277,Shane Burgos, 13-3-0,"5' 11""",145,"75""",Orthodox,"Mar 19, 1991",7.29,49,6.11,58,0.27,100,89,0.1
278,Josh Bryant, 15-4-0,"5' 10""",185,--,Orthodox,"Apr 23, 1980",1.1,20,6.1,43,0,0,0,0
279,Jose Barreto, 0-1-0,--,185,--,Southpaw,--,0,0,0,0,0,0,0,0
280,Steve Byrnes, 6-1-0,"6' 0""",170,--,Orthodox,--,1.2,51,2.67,27,3,60,0,4
281,Justin Buchholz, 15-10-0,"6' 0""",155,"73""",Orthodox,"Aug 22, 1983",2.35,26,4.14,51,0,0,33,0.8
282,Antwain Britt, 11-6-0,"6' 1""",205,"77""",,"May 09, 1978",1.46,39,2.81,44,1.56,40,50,0
283,Dan Bobish, 17-9-0,"6' 2""",345,--,Southpaw,"Jan 26, 1970",2.06,44,1.74,34,2.44,42,0,1.6
284,Jonathan Brookins, 16-10-0,"6' 0""",145,"74""",Southpaw,"Aug 13, 1985",2.69,39,3.63,56,1.94,17,80,0.3
285,Dashawn Boatwright, 3-1-0,"6' 0""",205,--,Orthodox,"Feb 29, 1988",0,0,52.5,12,0,0,0,0
286,Bibulatov Magomed, 14-2-0,"5' 5""",125,"65""",Orthodox,"Aug 22, 1988",3.6,51,1.83,52,2.85,40,75,0
287,Erin Blanchfield, 6-1-0,"5' 4""",135,"66""",Orthodox,"May 04, 1999",0,0,0,0,0,0,0,0
288,Mack Brewer, 0-1-0,--,205,--,,--,0,0,6.67,36,0,0,0,0
289,Lee Brousseau, 5-3-0,"6' 1""",205,--,,"Oct 04, 1974",0,0,0,0,0,0,0,0
290,Mike Breeden, 8-3-0,"5' 10""",155,"70""",Orthodox,"Apr 21, 1989",4,34,5.87,47,0,0,77,0
291,Alexandre Barros, 22-11-0,"5' 9""",170,--,Southpaw,"Nov 19, 1976",0.98,40,4.05,36,1.84,50,100,0
292,Nick Barnes, 11-2-0,"5' 11""",170,--,,--,2.86,29,8.93,51,5.36,100,100,5.4
293,Dennis Bermudez, 17-9-0,"5' 6""",155,"66""",Orthodox,"Dec 13, 1986",4.42,46,3.07,59,3.89,40,82,1.1
294,Tony Bonello, 16-3-1 (1 NC),"6' 2""",185,--,,--,0.62,33,12.62,10,0,0,0,0
295,Diego Brandao, 22-11-0,"5' 7""",145,"64""",Orthodox,"May 27, 1987",2.94,47,3.38,62,3.21,68,80,0.6
296,Rogerio Bontorin, 17-3-0 (1 NC),"5' 5""",125,"67""",Orthodox,"Apr 25, 1992",2.82,53,3.41,43,1.68,43,51,1.2
297,Antonio Banuelos, 20-11-1,"5' 5""",135,"63""",Orthodox,"Sep 23, 1979",2.69,33,3.15,58,1.62,62,86,0.4
298,James Bochnovic, 8-3-0,"6' 4""",205,"81""",Orthodox,"Feb 13, 1989",0.65,26,3.64,21,0,0,0,0
299,Kyron Bowen, 9-5-0,"6' 3""",185,"73""",Orthodox,"Dec 22, 1993",2.73,57,2.05,40,0,0,0,0
300,Vitor Belfort, 26-14-0 (1 NC),"6' 0""",185,"74""",Southpaw,"Apr 01, 1977",1.59,46,2.83,50,1.02,60,53,0.6
301,Sean Brady, 14-0-0,"5' 10""",170,"72""",Orthodox,"Nov 23, 1992",4.72,55,3.6,63,2.69,60,100,1.2
302,Dennis Bryant, 5-2-0,"6' 0""",205,--,Orthodox,"Oct 18, 1985",10.56,59,10.56,13,0,0,0,0
303,Herbert Burns, 11-3-0,"5' 9""",145,"73""",Orthodox,"Feb 02, 1988",1.67,45,5.02,33,4.64,83,75,2.8
304,Ryan Bader, 23-5-0,"6' 2""",205,"74""",Orthodox,"Jun 07, 1983",2.82,43,1.39,71,3.37,44,80,0.4
305,Tim Boetsch, 21-13-0,"6' 0""",185,"74""",Orthodox,"Jan 28, 1981",2.93,50,2.9,57,1.45,34,59,0.8
306,Keith Berish, 5-1-0 (1 NC),"6' 0""",205,--,Orthodox,"Nov 14, 1985",3.58,36,4.81,62,1.76,40,0,0
307,Charlie Brenneman, 19-8-0,"5' 10""",155,"70""",Orthodox,"Feb 09, 1981",1.52,56,1.55,46,4.23,42,72,0
308,Chase Beebe, 24-13-1,"5' 7""",135,"67""",Orthodox,"Mar 29, 1985",2.17,38,1.64,69,2.49,42,41,0.9
309,Chris Brennan, 21-13-1,"5' 8""",170,--,Orthodox,"Oct 12, 1971",0.6,40,0.97,50,0,0,25,2.1
310,Poliana Botelho, 8-4-0,"5' 8""",115,"67""",Orthodox,"Dec 15, 1988",2.83,57,2.75,50,0.92,57,80,0
311,JP Buys, 9-3-0,"5' 5""",125,"67""",Orthodox,"Apr 30, 1996",2.66,45,3.05,43,2.22,50,33,2.2
312,Humberto Bandenay, 14-7-0 (1 NC),"5' 11""",145,"71""",Southpaw,"Sep 04, 1994",2.22,41,4.79,41,2.9,46,62,0.5
313,Amaury Bitetti, 5-2-0,"5' 9""",185,--,Orthodox,--,0,0,0,0,0,0,0,0
314,Kyle Bradley, 19-12-0 (1 NC),"5' 9""",155,"71""",Orthodox,"Aug 19, 1982",1.99,40,3.45,58,0.65,50,40,0
315,Carlos Barreto, 14-9-0,"6' 4""",230,--,Orthodox,--,0,0,0,0,0,0,0,0
316,Pat Benson, 3-5-3,"5' 9""",155,--,,--,0,0,0,0,0,0,0,0
317,Joanderson Brito, 11-2-1,"5' 8""",145,--,,"Feb 11, 1995",0,0,0,0,0,0,0,0
318,Lee Kwan Bum, 0-1-0,"6' 2""",286,--,Orthodox,--,0.71,14,0,100,0,0,0,0
319,David Bielkheden, 24-12-0,"5' 10""",155,"71""",Orthodox,"Jun 06, 1979",1.11,57,1.64,54,2.65,63,14,0
320,Michel Batista, 4-1-0 (1 NC),"6' 3""",260,--,Orthodox,"Apr 20, 1984",0,0,4.03,40,6.72,50,0,0
321,David Blanco, 2-0-0,"5' 7""",145,--,,--,0,0,0,0,0,0,0,0
322,Jeremy Boczulak, 0-2-0,--,--,--,,--,0,0,0,0,0,0,0,0
323,Charles Bennett, 30-33-2,"5' 8""",155,--,Orthodox,"Nov 23, 1979",1.39,39,1.35,64,2.02,100,36,2
324,Wuliji Buren, 9-6-0,"5' 9""",135,"69""",Orthodox,"Mar 01, 1989",1.63,42,2.96,56,3.38,42,71,0.4
325,Miguel Baeza, 10-1-0,"6' 2""",170,"74""",Orthodox,"Aug 23, 1992",5.3,49,5.09,52,0.57,40,100,0.9
326,Travis Browne, 18-7-1,"6' 6""",255,"79""",Orthodox,"Jul 17, 1982",2.93,41,4.31,42,1.21,68,75,0.2
327,Cody Brundage, 5-1-0,"6' 0""",205,"72""",Orthodox,"May 16, 1994",7.97,82,6.29,6,6.29,33,0,0
328,Nah-Shon Burrell, 15-7-0 (1 NC),"5' 11""",170,--,Orthodox,"Feb 05, 1990",4.83,47,3.45,56,0,0,52,0.3
329,Mike Budnik, 13-4-0,"5' 9""",145,"68""",Orthodox,"Aug 08, 1974",0.65,52,0.95,53,0,0,0,3.4
330,Maycee Barber, 8-2-0,"5' 5""",125,"65""",Switch,"May 18, 1998",5.21,52,3,50,1.44,40,80,0.2
331,Julia Budd, 10-2-0,"5' 7""",145,"67""",,"Jul 04, 1983",2.42,74,1.18,47,3.6,57,83,0
332,Brad Blackburn, 18-13-1 (1 NC),"5' 10""",170,"73""",Orthodox,"May 25, 1977",4.55,35,3.59,65,0.93,50,76,0.7
333,Jason Black, 23-4-1,"5' 8""",155,--,Orthodox,"Jul 15, 1972",1.06,47,2.6,45,0.48,33,28,6.2
334,Jules Bruchez, 1-2-0,"6' 0""",205,--,Southpaw,"Aug 16, 1977",0.69,50,5.52,46,0,0,0,0
335,Diana Belbita, 13-6-0,"5' 7""",125,"68""",Orthodox,"Jun 26, 1996",5.81,39,6.49,52,1.69,66,64,0
336,Will Brooks, 18-4-0,"5' 10""",155,"72""",Orthodox,"Oct 08, 1986",4.26,59,2.54,56,2.08,51,82,0.3
337,Michael Bravo, 7-4-0,--,155,--,,--,0,0,0,0,0,0,0,0
338,Rudy Bears, 16-15-0,"5' 11""",170,--,Southpaw,--,1.27,29,2.53,50,0,0,0,0
339,Alan Belcher, 18-8-0,"6' 2""",185,"75""",Orthodox,"Apr 24, 1984",2.7,41,3.1,59,0.44,26,55,0.9
340,Shamar Bailey, 16-11-0,"5' 9""",155,"75""",Southpaw,"Sep 22, 1982",1.56,20,3.91,69,1.5,33,37,0
341,Dave Beneteau, 6-5-1,"6' 2""",250,--,Orthodox,--,0,0,0,0,0,0,0,0
342,Scott Baker, 1-1-0,"6' 0""",210,--,,--,0,0,0,0,0,0,0,0
343,Mike Bronzoulis, 18-9-1,"6' 0""",155,--,,"Jan 05, 1979",1.13,34,2.54,37,0,0,33,0
344,Joe Brammer, 7-3-1,"5' 8""",155,--,Orthodox,"Aug 23, 1983",2.15,31,2.8,56,0.81,50,50,0
345,Drew Brokenshire, 16-6-0,--,--,--,,--,0,0,0,0,0,0,0,0
346,Salvador Becerra, 5-2-0,"5' 9""",155,--,,--,4.57,31,3.83,58,0,0,66,0
347,Charles Byrd, 10-7-0,"5' 10""",185,"73""",Orthodox,"Oct 11, 1983",3.43,55,2.63,55,2.5,50,40,1.5
348,Sean Bassett, 0-4-0,--,155,--,,--,0,0,0,0,0,0,0,0
349,Alan Baudot, 8-2-0,"6' 3""",243,"79""",Orthodox,"Feb 01, 1988",1.89,25,10.11,36,0,0,0,0
350,Oluwale Bamgbose, 6-4-0,"5' 11""",185,"78""",Switch,"Aug 04, 1987",2.45,48,2.7,55,0.94,33,37,0
351,Marcelo Brito, 13-8-0,"6' 1""",170,--,Orthodox,"Nov 27, 1977",0.6,20,3.53,55,0,0,50,0
352,Chris Brown, 10-1-0,--,170,--,,--,0,0,0,0,0,0,0,0
353,Colley  Bradford, 0-1-0,"5' 7""",145,--,,--,0.43,25,1.73,50,19.42,50,100,0
354,Siyar Bahadurzada, 24-8-1,"5' 11""",170,"73""",Orthodox,"Apr 17, 1984",2.91,40,3.23,49,1.32,61,62,0.3
355,Fernando Bruno, 15-4-0,"5' 6""",145,--,,"Feb 24, 1982",1.75,39,1.78,48,2.02,22,56,0.5
356,Steve Bruno, 15-6-0,"5' 10""",170,--,Orthodox,"Nov 03, 1981",0.96,52,3.38,36,1.94,25,46,0.4
357,Maximo Blanco, 12-8-1 (1 NC),"5' 8""",145,"71""",Orthodox,"Oct 16, 1983",4.11,44,3.19,66,1.85,36,63,0.3
358,Stephan Bonnar, 15-9-0,"6' 4""",205,"79""",Orthodox,"Apr 04, 1977",2.76,38,3.01,52,1.32,40,60,1
359,Joey Beltran, 17-14-0 (1 NC),"6' 1""",185,"75""",Orthodox,"Dec 08, 1981",4.92,36,5.27,54,0.48,18,75,0
360,Marcos Bonilla, 4-4-0,"5' 10""",145,--,,--,0.47,12,0.47,94,0,0,0,0
361,Igor Borisov, 1-1-0,"6' 0""",235,--,Orthodox,--,0,0,0,0,0,0,0,0
362,Gilbert Burns, 19-4-0,"5' 10""",170,"71""",Orthodox,"Jul 20, 1986",3.22,45,3.04,54,2.08,35,50,0.7
363,Kyle Bolt, 8-4-0,"6' 2""",185,--,,--,7.27,52,7.27,45,0,0,0,0
364,Ignacio Bahamondes, 11-4-0,"6' 3""",170,"75""",Orthodox,"Aug 27, 1997",7.91,41,6.4,51,0,0,100,0
365,Javid Basharat, 10-0-0,--,135,--,,--,0,0,0,0,0,0,0,0
366,Calen Born, 7-1-0,"5' 8""",170,"72""",Switch,"May 24, 1988",0,0,0,0,0,0,0,0
367,Melsik Baghdasaryan, 5-1-0,"5' 9""",145,"70""",Southpaw,"Jan 28, 1992",6.8,64,3.8,53,0,0,75,0
368,Fernando Bettega, 7-5-0,--,170,--,,"Mar 10, 1980",0,0,0,0,0,0,0,0
369,Caio Bittencourt, 14-6-0,"6' 0""",185,--,,"May 22, 1997",0,0,0,0,0,0,0,0
370,Justin Bruckmann, 7-3-0,"5' 9""",170,--,Orthodox,--,0.59,66,5.91,16,0,0,33,0
371,Marcus Brimage, 7-7-0,"5' 4""",135,"71""",Southpaw,"Apr 06, 1985",3.97,35,3.64,56,0.56,100,80,0
372,Steve Berger, 21-23-2 (1 NC),"5' 11""",170,--,Orthodox,"May 20, 1973",1,27,3.26,36,0.84,40,16,1.7
373,Shayna Baszler, 15-11-0,"5' 7""",135,--,Orthodox,"Aug 08, 1980",2.49,30,6.36,51,0.67,18,44,1.3
374,Josh Bennett, 11-14-0,"6' 4""",259,--,Orthodox,--,2.9,40,5.8,43,1.5,100,100,0
375,Jason Brilz, 22-6-1,"5' 11""",205,"71""",Orthodox,"Jul 07, 1975",2.66,40,1.78,65,2.37,25,25,1.3
376,Izabela Badurek, 6-3-0,"5' 5""",115,--,Orthodox,"Jul 11, 1991",3.74,71,4.9,32,1.75,12,100,0
377,Dominic Brown, 16-23-0,"5' 11""",190,--,,"Jun 04, 1982",0,0,0,0,0,0,0,0
378,Martin Buschkamp, 9-0-0 (1 NC),"5' 9""",145,--,Orthodox,"Jan 06, 1991",0,0,0,0,0,0,0,0
379,Mike Bourke, 10-16-1 (1 NC),"6' 0""",275,--,Orthodox,--,0,0,0,0,0,0,0,0
380,Lucas Brzeski, 8-1-1,"6' 2""",231,--,,--,0,0,0,0,0,0,0,0
381,Michael Bisping, 30-9-0,"6' 1""",185,"75""",Orthodox,"Feb 28, 1979",4.33,38,2.71,65,1.05,43,63,0.3
382,Jason Blackford, 3-3-0,--,--,--,,--,0,0,0,0,0,0,0,0
383,Marcin Bandel, 15-7-0,"5' 10""",155,--,Orthodox,"Oct 10, 1989",0.79,50,5.26,23,0,0,0,0
384,Jeff Bedard, 13-3-0,"5' 6""",145,--,Orthodox,"Feb 06, 1970",0.8,51,0,100,3.43,66,100,2.6
385,Jason Butcher, 10-2-0,"6' 3""",185,--,,"Oct 23, 1984",1.82,40,2.73,25,13.64,50,0,0
386,Stephen Bass, 11-2-0,"5' 9""",145,--,Orthodox,"Nov 14, 1982",4.87,52,5.87,55,0,0,0,0
387,Mario Bautista, 8-2-0,"5' 9""",135,"69""",Switch,"Jul 01, 1993",5.71,45,4.78,54,0.48,33,70,0
388,Joe Benoit, 11-4-0,"5' 9""",170,--,Orthodox,"Mar 12, 1982",0,0,0,100,0,0,0,0
389,Jordan Bailey, 6-3-0,"5' 9""",145,--,,--,1.74,40,0.29,0,4.35,100,0,4.3
390,Humberto Brown Morrison, 4-6-0,"5' 10""",145,--,,"Nov 03, 1984",1.71,50,2.19,62,1.43,25,0,0
391,Edson Berto, 17-12-1,"5' 6""",155,--,Orthodox,"Jul 05, 1983",1.76,36,4.62,47,5.47,40,0,2.7
392,Peter Barrett, 11-5-0,"5' 10""",145,"73""",Southpaw,"Aug 10, 1986",4.18,61,4.32,42,1.39,22,66,0
393,Curtis Blaydes, 14-3-0 (1 NC),"6' 4""",265,"80""",Orthodox,"Feb 18, 1991",3.59,53,1.7,57,6.64,54,33,0
394,Kotetsu Boku, 25-11-2,"5' 9""",154,--,Orthodox,"May 27, 1977",2.47,42,2.8,53,0,0,0,0
395,Ebenezer Fontes Braga, 13-7-2,"6' 0""",199,--,Orthodox,"Apr 14, 1969",2.42,50,0.42,71,0,0,90,0.6
396,Martin Buday, 7-1-0,--,265,--,,"Nov 11, 1991",0,0,0,0,0,0,0,0
397,Chris Barnett, 21-7-0,"5' 9""",265,"75""",Orthodox,"Jun 14, 1986",4.64,38,8.43,40,0,0,0,0
398,Gabriel Benitez, 22-9-0,"5' 8""",155,"71""",Southpaw,"Jun 15, 1988",4.38,38,3.26,70,0.17,50,56,1.2
399,Brian Bowles, 10-3-0,"5' 7""",135,"70""",Orthodox,"Jun 22, 1980",2.36,26,2.98,64,1.39,70,54,1.4
400,Chris Beal, 10-5-0,"5' 7""",125,"69""",Orthodox,"Aug 06, 1985",3.45,35,3.18,61,1.6,58,78,0.2
401,Shawn Bunch, 7-3-0,"5' 5""",135,--,,"Mar 19, 1983",0,0,1.55,55,0,0,50,0
402,Mehdi Baghdad, 11-5-0,"6' 1""",155,--,Orthodox,"Apr 13, 1985",3.13,30,4.56,46,0,0,33,0
403,Arlene Blencowe, 9-6-0,"5' 5""",145,--,,"Apr 11, 1983",2.31,43,2.1,43,0,0,55,0.6
404,Mikey Burnett, 5-2-0,"5' 6""",170,--,Orthodox,"Apr 12, 1974",0,0,0,0,0,0,0,0
405,Kevin Burns, 12-7-0,"5' 10""",170,"74""",Orthodox,"Mar 03, 1980",2.74,38,4.3,52,0.28,50,47,0.8
406,Todd Butler, 1-4-0,"6' 1""",200,--,Southpaw,--,0,0,0,0,0,0,0,0
407,Dean Barry, 3-1-0,--,155,--,,"Mar 07, 1992",0,0,0,0,0,0,0,0
408,Marco Beltran, 8-6-0,"5' 8""",125,"69""",Orthodox,"May 18, 1986",2.07,37,1.93,63,0.7,50,46,0.2
409,Derek Brunson, 22-7-0,"6' 1""",185,"77""",Southpaw,"Jan 04, 1984",3.46,47,2.72,53,3.11,33,94,0.5
410,Modestas Bukauskas, 11-4-0,"6' 3""",205,"78""",Switch,"Feb 10, 1994",3.77,35,4.36,50,0,0,100,0
411,Bret Bergmark, 6-1-1,"5' 9""",170,--,,"Nov 24, 1973",2.78,52,2.78,37,4.17,100,50,4.2
412,Ramiz Brahimaj, 8-3-0,"5' 10""",170,"72""",Orthodox,"Nov 17, 1992",3.73,36,6.14,55,0,0,100,0
413,Johnny Bedford, 21-13-1 (1 NC),"5' 10""",135,"71""",Orthodox,"Jan 06, 1983",4.53,50,1.75,63,1.83,62,62,0
414,Sherrard Blackledge, 5-1-0,"5' 11""",155,"75""",Orthodox,"Aug 16, 1993",3.7,49,3.13,55,4,33,42,0
415,Goldman Butler, 1-4-0,--,--,--,,--,0,0,0,0,0,0,0,0
416,Marcus Bossett, 1-3-0,"6' 1""",215,--,Orthodox,--,0,0,0,0,0,0,0,0
417,Daniel Barez, 12-4-0,"5' 6""",125,--,,"Dec 10, 1988",0,0,0,0,0,0,0,0
418,Galore Bofando, 5-3-0,"5' 11""",170,"72""",Switch,"May 22, 1982",3.63,45,3.63,54,2.37,100,50,0
419,Luke Barnatt, 13-4-0,"6' 6""",185,"77""",Orthodox,"Apr 13, 1988",4.43,36,3.87,59,0.63,42,63,0.4
420,Tai Bowden, 1-1-0,"5' 11""",230,--,,--,0,0,0,0,0,0,0,0
421,Bubba Bush, 8-3-0 (1 NC),"6' 0""",185,--,Orthodox,"Jul 24, 1985",0.63,55,7.01,25,2.82,50,60,0
422,Manny Bermudez, 14-2-0,"5' 10""",145,"71""",Orthodox,"Jul 16, 1994",2.92,61,2.68,46,3.06,54,0,3.1
423,Dieusel Berto, 0-3-0,"5' 9""",200,--,,--,0,0,0,0,0,0,0,0
424,Jan Blachowicz, 28-8-0,"6' 2""",205,"78""",Orthodox,"Feb 24, 1983",3.59,49,2.79,53,1.18,53,65,0.2
425,Jeremiah Billington, 11-2-0,"5' 9""",205,--,Orthodox,"Nov 14, 1977",1.6,62,7.06,35,0,0,50,0
426,Chris Bostick, 6-3-0,--,--,--,,--,0,0,0,0,0,0,0,0
427,Matt Brown, 25-18-0,"6' 0""",170,"75""",Orthodox,"Jan 10, 1981",3.68,54,2.68,55,1.52,44,64,1.4
428,Caio Borralho, 8-1-0 (1 NC),"6' 1""",185,--,,"Jan 16, 1993",0,0,0,0,0,0,0,0
429,Rich Bouphanouvong, 1-4-0,"5' 7""",170,--,,--,0,0,0,0,0,0,0,0
